GEOID,ALAND,AWATER,NAME,State,County,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,Update_Field
42003300100,776096.0,0.0,Census Tract 3001,Pennsylvania,Allegheny County,50686.0,7302.0,,,41204.0,22983.0,,,85313.0,62321.0,49955.0,4786.0,,,106771.0,104644.0,,,,,28362.0,5533.0,64583.0,50119.0,,,1278,179.0,172,106.0,1106,196.0,13.5,8.077162365657385,1340212.0703125,4818.108359459334,Yes
42003310200,2542386.0,0.0,Census Tract 3102,Pennsylvania,Allegheny County,80213.0,14111.0,,,82756.0,18511.0,106696.0,29231.0,36691.0,10291.0,69091.0,57284.0,,,,,,,,,,,80122.0,14219.0,,,1429,143.0,110,64.0,1319,138.0,7.7,4.41191445443535,4384925.03515625,11016.014359408406,Yes
42003320400,852854.0,0.0,Census Tract 3204,Pennsylvania,Allegheny County,68750.0,14569.0,,,113063.0,17915.0,75909.0,21163.0,38526.0,7078.0,,,,,,,,,,,,,75682.0,13025.0,,,907,127.0,67,40.0,840,125.0,7.4,4.287132124287707,1471527.2421875,8374.777143050329,Yes
42003320600,1479651.0,0.0,Census Tract 3206,Pennsylvania,Allegheny County,83264.0,17489.0,,,88542.0,36523.0,110417.0,20891.0,68650.0,13323.0,,,,,,,,,,,,,80871.0,15445.0,,,1005,107.0,132,92.0,873,76.0,13.1,9.046791469000226,2553748.953125,7102.844337013671,Yes
42003320700,1313842.0,0.0,Census Tract 3207,Pennsylvania,Allegheny County,74356.0,6298.0,78681.0,1247.0,101563.0,47439.0,74875.0,13684.0,50000.0,17555.0,,,,,,,,,,,78681.0,12307.0,73523.0,5757.0,,,705,94.0,84,55.0,621,91.0,11.9,7.6379521445296215,2266766.28515625,9180.397552864464,Yes
42003401100,13179429.0,840185.0,Census Tract 4011,Pennsylvania,Allegheny County,71226.0,20005.0,,,103385.0,59102.0,97036.0,34985.0,47750.0,20699.0,,,,,,,,,,,,,72333.0,25003.0,,,2132,234.0,115,68.0,2017,236.0,5.4,3.134067001624803,22916800.02734375,20830.075412297367,Yes
42003401200,2616123.0,370299.0,Census Tract 4012,Pennsylvania,Allegheny County,58172.0,13041.0,,,67969.0,16501.0,60848.0,10056.0,21509.0,5609.0,,,,,,,,,,,,,58734.0,10364.0,,,1303,210.0,45,43.0,1258,229.0,3.5,3.252799300630394,4544817.78125,9891.086286654026,Yes
42003401300,3337386.0,0.0,Census Tract 4013,Pennsylvania,Allegheny County,88438.0,22778.0,,,122526.0,19068.0,87375.0,45950.0,56313.0,9959.0,,,,,140469.0,69658.0,,,,,,,87875.0,23358.0,,,1163,153.0,125,54.0,1038,158.0,10.7,4.422628874369884,5798834.80078125,11966.885145599257,Yes
42003402000,1329046.0,121186.0,Census Tract 4020,Pennsylvania,Allegheny County,49929.0,8872.0,45625.0,31647.0,59900.0,33798.0,45272.0,18488.0,49150.0,23978.0,,,,,,,,,,,,,50813.0,8517.0,,,1656,167.0,61,52.0,1595,161.0,3.7,3.118046761549235,2308386.15234375,6493.290869097584,Yes
42003403500,3185730.0,393806.0,Census Tract 4035,Pennsylvania,Allegheny County,42453.0,7282.0,,,48008.0,33912.0,42882.0,7861.0,41621.0,20745.0,31209.0,8094.0,,,,,,,,,51483.0,15160.0,45774.0,11262.0,51579.0,26853.0,2098,276.0,50,59.0,2048,278.0,2.4,2.7946707403463646,5532615.5390625,12785.841611196201,Yes
42003404000,5888503.0,520564.0,Census Tract 4040,Pennsylvania,Allegheny County,65188.0,9587.0,55000.0,9234.0,70625.0,10144.0,85625.0,37193.0,43929.0,12563.0,132656.0,103293.0,,,,,,,,,,,64375.0,10817.0,,,643,83.0,28,19.0,615,86.0,4.4,2.9009430025588534,10221631.00390625,17968.620822752873,Yes
42003405000,24194863.0,0.0,Census Tract 4050,Pennsylvania,Allegheny County,85833.0,14726.0,,,93125.0,11440.0,95000.0,25242.0,58333.0,32744.0,,,,,,,,,,,,,86250.0,14586.0,,,462,53.0,51,27.0,411,56.0,11.0,5.705300484345628,42020757.9765625,37812.956806053735,Yes
42003406000,33295026.0,0.0,Census Tract 4060,Pennsylvania,Allegheny County,76181.0,18571.0,,,67321.0,22899.0,95536.0,36630.0,59688.0,29113.0,,,,,,,,,,,250001.0,,75625.0,18308.0,,,917,110.0,134,65.0,783,109.0,14.6,6.868170179965036,57900246.8359375,34313.93088074585,Yes
42003407001,48681161.0,12854.0,Census Tract 4070.01,Pennsylvania,Allegheny County,92804.0,7441.0,,,110750.0,16438.0,88875.0,8232.0,86750.0,18312.0,,,,,,,,,,,85489.0,33610.0,93207.0,6857.0,,,2430,207.0,286,122.0,2144,204.0,11.8,4.9194507664537745,84673498.9453125,45760.467063345284,Yes
42003407002,26237441.0,0.0,Census Tract 4070.02,Pennsylvania,Allegheny County,87163.0,24851.0,,,117422.0,21679.0,98750.0,57133.0,53644.0,14231.0,,,,,,,,,,,,,88365.0,26108.0,,,2815,205.0,467,237.0,2348,262.0,16.6,8.332050262585394,45575394.03515625,34022.982779895196,Yes
42003408001,26228025.0,0.0,Census Tract 4080.01,Pennsylvania,Allegheny County,136141.0,18196.0,,,158826.0,15842.0,239352.0,49816.0,76648.0,52340.0,,,,,250001.0,,,,,,,,132010.0,14784.0,,,2065,191.0,218,102.0,1847,209.0,10.6,4.841991725805162,45614662.30859375,27785.611254782696,Yes
42003408002,11667041.0,0.0,Census Tract 4080.02,Pennsylvania,Allegheny County,101891.0,23765.0,,,174728.0,13935.0,166196.0,75383.0,52171.0,13093.0,,,,,178897.0,108468.0,,,,,250001.0,,101218.0,22457.0,,,2547,334.0,469,266.0,2078,239.0,18.4,10.160673642350378,20273540.54296875,22728.830386008904,Yes
42003410000,2308607.0,0.0,Census Tract 4100,Pennsylvania,Allegheny County,161111.0,21974.0,,,178893.0,22105.0,171750.0,14618.0,91818.0,15784.0,131250.0,82000.0,,,,,,,,,,,161806.0,23317.0,,,478,63.0,62,20.0,416,63.0,13.0,3.8189275024770035,4013142.92578125,10768.777178632583,Yes
42003412002,8198569.0,0.0,Census Tract 4120.02,Pennsylvania,Allegheny County,179896.0,27062.0,,,174219.0,41570.0,237763.0,35094.0,101364.0,14571.0,,,,,250001.0,,,,,,250001.0,,169519.0,25522.0,,,1719,264.0,280,91.0,1439,286.0,16.3,4.665434257683943,14222979.79296875,19367.5143682113,Yes
42003413100,15950009.0,214557.0,Census Tract 4131,Pennsylvania,Allegheny County,121996.0,16393.0,89750.0,62958.0,173924.0,39214.0,137371.0,47703.0,50410.0,16943.0,250001.0,,,,108816.0,104667.0,,,,,250001.0,,121908.0,15667.0,,,2643,192.0,373,140.0,2270,205.0,14.1,5.196850551800254,28070160.75,25751.662512168827,Yes
42003413201,3779879.0,0.0,Census Tract 4132.01,Pennsylvania,Allegheny County,107024.0,15561.0,,,131010.0,29364.0,142917.0,20154.0,63750.0,24408.0,,,,,223864.0,94907.0,,,,,,,108661.0,16662.0,29508.0,2600.0,1530,119.0,190,104.0,1340,123.0,12.4,6.72841367761176,6558823.875,13790.448914299013,Yes
42003413202,4146674.0,0.0,Census Tract 4132.02,Pennsylvania,Allegheny County,99167.0,13453.0,,,144583.0,42609.0,139375.0,34334.0,90632.0,9800.0,,,,,,,,,,,61417.0,20527.0,103098.0,27942.0,,,1228,154.0,82,43.0,1146,159.0,6.7,3.400021878587213,7196298.1796875,16416.00163599916,Yes
42003413300,5726892.0,0.0,Census Tract 4133,Pennsylvania,Allegheny County,111976.0,11213.0,,,160093.0,19453.0,133050.0,15838.0,67868.0,8897.0,,,,,65987.0,20830.0,,,,,,,117250.0,12045.0,86250.0,43961.0,1833,160.0,163,57.0,1670,163.0,8.9,3.0112208234851456,9932840.40625,17585.7664605503,Yes
42003413400,4394219.0,0.0,Census Tract 4134,Pennsylvania,Allegheny County,135662.0,24596.0,,,171532.0,30046.0,163828.0,20551.0,86750.0,25810.0,,,,,238056.0,109071.0,,,,,173266.0,2119.0,124925.0,28203.0,173669.0,65772.0,1693,154.0,86,42.0,1607,153.0,5.1,2.4373918112396713,7621421.60546875,12747.493106475282,Yes
42003413500,8717229.0,54875.0,Census Tract 4135,Pennsylvania,Allegheny County,79312.0,17585.0,,,87818.0,33216.0,113980.0,26783.0,51029.0,16122.0,,,,,88932.0,53692.0,,,,,,,78442.0,14337.0,,,3338,297.0,207,91.0,3131,307.0,6.2,2.669762354963958,15223377.8828125,19374.59503375205,Yes
42003414101,9637777.0,0.0,Census Tract 4141.01,Pennsylvania,Allegheny County,140139.0,27214.0,,,154000.0,43008.0,168270.0,30229.0,75071.0,16633.0,,,,,155417.0,32499.0,,,,,,,133011.0,28070.0,,,2014,207.0,63,50.0,1951,207.0,3.1,2.4617154121269174,16734168.98828125,18216.758470440756,Yes
42003414102,18148722.0,6827.0,Census Tract 4141.02,Pennsylvania,Allegheny County,113750.0,29693.0,,,150536.0,30247.0,132750.0,31641.0,71731.0,18217.0,,,,,,,,,,,,,113025.0,37033.0,,,2812,265.0,298,141.0,2514,290.0,10.6,4.913762758310815,31518277.0546875,24498.672787636708,Yes
42003414200,14189799.0,0.0,Census Tract 4142,Pennsylvania,Allegheny County,144052.0,29380.0,,,163393.0,46053.0,171392.0,10589.0,82434.0,37300.0,,,,,,,,,,,,,144095.0,29147.0,,,2132,208.0,421,208.0,1711,228.0,19.7,9.56399513277356,24614602.19140625,27774.63883497675,Yes
42003415001,32452892.0,0.0,Census Tract 4150.01,Pennsylvania,Allegheny County,128162.0,14296.0,,,126389.0,19656.0,153281.0,22711.0,63333.0,17953.0,,,,,196530.0,63769.0,,,,,46250.0,38226.0,124583.0,16110.0,,,1619,129.0,285,88.0,1334,160.0,17.6,5.251362631379066,56320058.73046875,39593.422994271314,Yes
42003415002,13037170.0,0.0,Census Tract 4150.02,Pennsylvania,Allegheny County,110417.0,21630.0,,,163125.0,70741.0,141827.0,33473.0,87679.0,30407.0,,,,,250001.0,,,,,,140667.0,87842.0,103250.0,16981.0,,,1046,126.0,155,72.0,891,120.0,14.8,6.64789304171953,22606985.1328125,34836.23908736517,Yes
42003416000,5835111.0,347019.0,Census Tract 4160,Pennsylvania,Allegheny County,66477.0,11309.0,,,86875.0,66062.0,72917.0,16388.0,42375.0,8357.0,,,,,,,,,,,,,69375.0,10076.0,,,733,74.0,57,40.0,676,69.0,7.8,5.400261538638084,10118579.890625,15038.729754037999,Yes
42003417100,1098642.0,0.0,Census Tract 4171,Pennsylvania,Allegheny County,58922.0,6775.0,,,57986.0,12145.0,86357.0,26100.0,57604.0,16114.0,,,,,,,,,,,58194.0,12941.0,59077.0,8930.0,58681.0,53297.0,1064,85.0,80,49.0,984,82.0,7.5,4.56592393647679,1904561.19140625,6771.266707327653,Yes
42003417200,1319446.0,415228.0,Census Tract 4172,Pennsylvania,Allegheny County,49432.0,17168.0,37000.0,22089.0,97891.0,60851.0,52679.0,28544.0,41607.0,15555.0,,,,,,,,,,,,,50781.0,19962.0,,,568,86.0,21,20.0,547,86.0,3.7,3.4763450175307,2286994.69140625,7625.081120042797,Yes
42003418000,1198394.0,223556.0,Census Tract 4180,Pennsylvania,Allegheny County,75385.0,10451.0,,,95625.0,34806.0,105750.0,38478.0,55833.0,16886.0,,,,,,,,,,,63542.0,12295.0,75721.0,9780.0,,,782,72.0,31,25.0,751,71.0,4.0,3.1760273846516984,2077456.015625,5770.7616188487555,Yes
42003419000,15189113.0,1177010.0,Census Tract 4190,Pennsylvania,Allegheny County,66898.0,11161.0,,,61875.0,26255.0,92125.0,43940.0,64077.0,8064.0,,,,,,,,,,,,,66806.0,10882.0,,,1557,121.0,127,64.0,1430,142.0,8.2,4.061297994753029,26367587.93359375,33199.89664741355,Yes
42003420000,767755.0,373437.0,Census Tract 4200,Pennsylvania,Allegheny County,50667.0,18282.0,,,57679.0,38516.0,57143.0,25683.0,,,,,,,23693.0,5720.0,,,,,,,52083.0,19375.0,,,904,138.0,89,69.0,815,124.0,9.8,7.483317479133604,1328935.54296875,6982.04542652764,Yes
42003421100,8784749.0,734295.0,Census Tract 4211,Pennsylvania,Allegheny County,137292.0,12167.0,,,187850.0,90381.0,164167.0,43098.0,88750.0,45087.0,,,,,189861.0,182825.0,,,,,,,137292.0,12772.0,,,2119,184.0,236,87.0,1883,207.0,11.1,3.9901866020538077,15211304.54296875,24504.894782894335,Yes
42003421200,9247662.0,0.0,Census Tract 4212,Pennsylvania,Allegheny County,105448.0,13705.0,,,156450.0,17813.0,131750.0,33002.0,61250.0,20364.0,,,,,233864.0,77010.0,,,,,247917.0,148309.0,101537.0,16248.0,,,1753,197.0,139,67.0,1614,198.0,7.9,3.716693001936763,16017364.4140625,24263.632626861618,Yes
42003422000,20376877.0,21834.0,Census Tract 4220,Pennsylvania,Allegheny County,250001.0,,,,213417.0,40865.0,250001.0,,186000.0,75699.0,,,,,250001.0,,,,,,,,250001.0,,,,1770,134.0,247,89.0,1523,137.0,14.0,4.916011088435738,35341966.4921875,36318.94824751482,Yes
42003423000,908635.0,92532.0,Census Tract 4230,Pennsylvania,Allegheny County,119875.0,41166.0,,,156667.0,69199.0,110714.0,108468.0,69306.0,21514.0,,,,,250001.0,,,,,,,,120278.0,36469.0,,,1189,118.0,80,42.0,1109,122.0,6.7,3.468692980676376,1572810.1015625,6238.033094969349,Yes
42003424000,1384723.0,575883.0,Census Tract 4240,Pennsylvania,Allegheny County,50833.0,10908.0,,,63636.0,24081.0,51250.0,14746.0,31771.0,10671.0,,,,,,,,,,,,,52083.0,9645.0,,,1626,155.0,84,47.0,1542,167.0,5.2,2.848269945681796,2396957.25390625,10388.837944551977,Yes
42003425000,1906209.0,168077.0,Census Tract 4250,Pennsylvania,Allegheny County,48955.0,10301.0,,,66278.0,15171.0,42410.0,26022.0,26782.0,16237.0,77583.0,61331.0,,,,,,,,,,,45000.0,13627.0,49750.0,6401.0,1690,155.0,25,21.0,1665,161.0,1.5,1.2351744846397033,3300020.375,11586.983611183134,Yes
42003426300,5212411.0,0.0,Census Tract 4263,Pennsylvania,Allegheny County,90921.0,13915.0,,,132756.0,13214.0,148239.0,26580.0,51875.0,10864.0,,,,,,,,,,,,,90132.0,12720.0,,,2408,159.0,333,148.0,2075,187.0,13.8,6.077970964344712,9035948.671875,15557.102115181446,Yes
42003426400,3493080.0,0.0,Census Tract 4264,Pennsylvania,Allegheny County,80022.0,9699.0,,,93514.0,12927.0,92171.0,21597.0,60321.0,20166.0,,,,,,,,,,,91583.0,48022.0,79679.0,9748.0,,,1965,204.0,234,122.0,1731,209.0,11.9,6.084318803402612,6051471.8203125,16935.15818425607,Yes
42003426700,3749824.0,0.0,Census Tract 4267,Pennsylvania,Allegheny County,77955.0,15797.0,56250.0,46103.0,101250.0,37552.0,81250.0,34677.0,49773.0,31538.0,,,,,,,,,,,,,76250.0,15991.0,,,1142,192.0,108,59.0,1034,195.0,9.5,4.915626002697943,6495183.515625,14357.938987315727,Yes
42003426800,5175928.0,0.0,Census Tract 4268,Pennsylvania,Allegheny County,112734.0,20970.0,,,123946.0,15367.0,170398.0,10881.0,77204.0,4877.0,,,,,,,,,,,,,121611.0,20334.0,,,2103,230.0,174,79.0,1929,230.0,8.3,3.6459214962210647,8972201.36328125,12304.034640122924,Yes
42003427000,1602599.0,151832.0,Census Tract 4270,Pennsylvania,Allegheny County,69936.0,7570.0,,,81029.0,9873.0,70579.0,8273.0,31968.0,12676.0,95690.0,61458.0,,,70114.0,17997.0,,,,,,,68590.0,9269.0,,,1666,176.0,269,126.0,1397,193.0,16.1,7.368159402293011,2773138.19921875,11847.031955887516,Yes
42003427100,6263033.0,0.0,Census Tract 4271,Pennsylvania,Allegheny County,109153.0,12348.0,,,111522.0,12112.0,113949.0,19521.0,79810.0,29847.0,,,,,,,,,,,,,108983.0,12347.0,,,2278,271.0,226,133.0,2052,250.0,9.9,5.717918158478239,10848484.61328125,16938.62115602287,Yes
42003427200,4775077.0,243049.0,Census Tract 4272,Pennsylvania,Allegheny County,69758.0,13589.0,105184.0,16791.0,85234.0,21032.0,99426.0,30706.0,40449.0,13861.0,,,,,,,,,,,,,72627.0,19722.0,67813.0,48585.0,2388,232.0,176,151.0,2212,233.0,7.4,6.282611567803774,8370379.06640625,17744.609001885157,Yes
42003428100,924353.0,0.0,Census Tract 4281,Pennsylvania,Allegheny County,79135.0,17199.0,,,103781.0,10712.0,72875.0,42718.0,60972.0,24396.0,,,,,,,,,,,,,78269.0,14847.0,,,572,95.0,64,35.0,508,100.0,11.2,5.829879563231095,1599089.65234375,6273.89321665854,Yes
42003428200,4421772.0,0.0,Census Tract 4282,Pennsylvania,Allegheny County,80094.0,22294.0,,,68462.0,28431.0,90938.0,17149.0,56488.0,6231.0,62438.0,38059.0,,,,,,,,,,,80294.0,25461.0,68846.0,32324.0,973,104.0,122,52.0,851,108.0,12.5,5.173526957278677,7652530.32421875,16214.99660378043,Yes
42003429100,5841368.0,0.0,Census Tract 4291,Pennsylvania,Allegheny County,75893.0,13534.0,,,75580.0,18215.0,91579.0,25048.0,70245.0,23627.0,,,,,,,,,,,,,77188.0,11551.0,156458.0,74274.0,1154,180.0,224,145.0,930,159.0,19.4,12.194761418899553,10114986.95703125,17811.57331236217,Yes
42003429201,4689842.0,0.0,Census Tract 4292.01,Pennsylvania,Allegheny County,116392.0,16704.0,,,107292.0,13565.0,169583.0,31029.0,77486.0,27341.0,,,,,135900.0,37667.0,,,,,,,119427.0,15034.0,141438.0,11047.0,2071,210.0,298,212.0,1773,214.0,14.4,10.132083480429417,8130246.046875,13091.570852405248,Yes
42003429202,4349598.0,0.0,Census Tract 4292.02,Pennsylvania,Allegheny County,114539.0,12841.0,,,143125.0,38562.0,150202.0,28564.0,76806.0,14980.0,,,,,,,,,,,105313.0,57300.0,117639.0,11011.0,,,1742,158.0,165,64.0,1577,156.0,9.5,3.5720812139672087,7535857.66796875,15172.937698115094,Yes
42003429300,8348163.0,0.0,Census Tract 4293,Pennsylvania,Allegheny County,90898.0,4624.0,,,113935.0,19895.0,90795.0,14217.0,60948.0,25814.0,,,,,208000.0,26171.0,,,,,,,89077.0,8556.0,,,2765,210.0,313,173.0,2452,227.0,11.3,6.197429857277348,14468881.2734375,17735.140596032918,Yes
42003429400,3558361.0,0.0,Census Tract 4294,Pennsylvania,Allegheny County,91202.0,15941.0,,,115750.0,30788.0,159444.0,25498.0,47574.0,19656.0,,,,,70982.0,38235.0,,,,,,,95250.0,18767.0,,,1789,190.0,258,136.0,1531,152.0,14.4,7.44612072774746,6166539.828125,13452.380418652252,Yes
42003429500,4117962.0,0.0,Census Tract 4295,Pennsylvania,Allegheny County,59526.0,10946.0,,,76023.0,47137.0,99659.0,44519.0,47631.0,7590.0,,,,,,,,,,,,,59957.0,14110.0,,,2327,262.0,130,78.0,2197,266.0,5.6,3.2924096248639927,7137183.3828125,15048.84343095647,Yes
42003429600,3443795.0,0.0,Census Tract 4296,Pennsylvania,Allegheny County,80955.0,7411.0,,,82417.0,11136.0,101944.0,39389.0,57218.0,15256.0,115208.0,63587.0,,,,,,,,,72014.0,34724.0,79398.0,9199.0,80446.0,27203.0,1622,140.0,81,50.0,1541,155.0,5.0,3.0523301365209368,5963915.7578125,14593.0866747598,Yes
42003429700,3132321.0,0.0,Census Tract 4297,Pennsylvania,Allegheny County,61571.0,10353.0,,,77083.0,27077.0,80221.0,7564.0,43542.0,15342.0,,,,,,,,,,,,,62147.0,11909.0,,,969,139.0,119,65.0,850,151.0,12.3,6.472496488906737,5422842.30078125,12997.796898533052,Yes
42003430100,854401.0,0.0,Census Tract 4301,Pennsylvania,Allegheny County,66375.0,10942.0,70139.0,28800.0,66389.0,25238.0,78571.0,29885.0,59286.0,22584.0,50450.0,12235.0,,,,,,,,,,,70104.0,10578.0,,,973,196.0,57,37.0,916,198.0,5.9,3.614936575094317,1479856.921875,5235.845501988636,Yes
42003430200,1761454.0,0.0,Census Tract 4302,Pennsylvania,Allegheny County,81412.0,22260.0,57157.0,24720.0,117014.0,27980.0,88200.0,44671.0,51654.0,12566.0,,,,,,,,,,,,,87528.0,22450.0,,,1925,162.0,156,81.0,1769,171.0,8.1,4.152156621213767,3051392.34375,9635.204164796669,Yes
42003431100,924144.0,0.0,Census Tract 4311,Pennsylvania,Allegheny County,65794.0,6700.0,,,85523.0,13966.0,60441.0,33047.0,30903.0,24396.0,41149.0,8507.0,,,,,,,,,40991.0,3355.0,71142.0,5291.0,,,1660,189.0,175,81.0,1485,176.0,10.5,4.7295895375594705,1599499.69921875,5425.955653719823,Yes
42003431400,689810.0,0.0,Census Tract 4314,Pennsylvania,Allegheny County,63869.0,12327.0,34091.0,28462.0,76625.0,18929.0,62042.0,17695.0,30850.0,3467.0,31827.0,17740.0,,,,,,,,,,,64464.0,12827.0,,,859,112.0,69,40.0,790,109.0,8.0,4.537270879102107,1194361.5078125,4667.657786306096,Yes
42003431500,1001061.0,294922.0,Census Tract 4315,Pennsylvania,Allegheny County,64202.0,14603.0,24205.0,7075.0,101648.0,58847.0,45625.0,30389.0,34432.0,24163.0,,,,,,,,,,,70625.0,51876.0,63856.0,15101.0,,,1608,217.0,66,45.0,1542,217.0,4.1,2.743143908793171,1732859.01953125,7842.462363666225,Yes
42003432300,886333.0,0.0,Census Tract 4323,Pennsylvania,Allegheny County,49688.0,15052.0,53411.0,18495.0,71791.0,31807.0,,,28410.0,2664.0,47804.0,22215.0,,,,,,,,,,,44875.0,28032.0,,,1333,193.0,30,29.0,1303,195.0,2.3,2.1510027227913167,1534705.6015625,5290.258759334904,Yes
42003432400,710868.0,191084.0,Census Tract 4324,Pennsylvania,Allegheny County,52344.0,17485.0,59479.0,13800.0,70170.0,23964.0,,,34167.0,13952.0,,,,,,,,,,,,,59352.0,15113.0,,,1292,166.0,81,57.0,1211,169.0,6.3,4.337606482378702,1230657.38671875,4908.060369458474,Yes
42003434000,981713.0,204392.0,Census Tract 4340,Pennsylvania,Allegheny County,100353.0,11089.0,65833.0,63268.0,92604.0,19802.0,137692.0,31297.0,100217.0,28424.0,47273.0,46907.0,,,,,,,,,130313.0,59024.0,101033.0,7981.0,218750.0,217694.0,783,93.0,108,30.0,675,100.0,13.8,3.463504126033053,1699968.60546875,6001.796707327686,Yes
42003435000,1472771.0,318264.0,Census Tract 4350,Pennsylvania,Allegheny County,65435.0,9373.0,,,62206.0,25000.0,85673.0,31154.0,61830.0,9487.0,57708.0,50835.0,,,,,,,,,64531.0,46164.0,67917.0,11175.0,87560.0,55920.0,1108,101.0,103,56.0,1005,95.0,9.3,4.982609046330908,2550699.16796875,7912.632656311765,Yes
42003437000,17747766.0,0.0,Census Tract 4370,Pennsylvania,Allegheny County,146120.0,12529.0,,,169880.0,35077.0,161724.0,36972.0,94531.0,20841.0,,,,,,,,,,,250001.0,,146979.0,13928.0,,,2611,132.0,300,128.0,2311,203.0,11.5,4.867801050438575,30765262.86328125,25159.61362480491,Yes
42003439000,13860454.0,0.0,Census Tract 4390,Pennsylvania,Allegheny County,161184.0,25718.0,,,220714.0,40812.0,215750.0,60472.0,72500.0,20351.0,,,,,,,,,,,162039.0,90903.0,153750.0,45080.0,,,602,64.0,116,34.0,486,69.0,19.3,5.26322869086485,24060429.81640625,26683.835318147892,Yes
42003445500,2588391.0,358879.0,Census Tract 4455,Pennsylvania,Allegheny County,94828.0,14076.0,37273.0,12653.0,109079.0,59235.0,136635.0,76413.0,36179.0,3289.0,,,,,,,,,,,38370.0,23578.0,102875.0,11763.0,,,1633,116.0,146,93.0,1487,155.0,8.9,5.659517039083807,4486656.55078125,16287.268718018893,Yes
42003446000,3875478.0,450603.0,Census Tract 4460,Pennsylvania,Allegheny County,202917.0,50968.0,,,243750.0,48741.0,250001.0,,112917.0,27828.0,,,,,,,,,,,250001.0,,206042.0,48511.0,,,599,64.0,115,30.0,484,69.0,19.2,4.569005092052514,6720583.25,11089.001715896724,Yes
42003447000,3890221.0,0.0,Census Tract 4470,Pennsylvania,Allegheny County,83333.0,30132.0,,,,,123750.0,33992.0,57188.0,18911.0,73750.0,15922.0,,,80625.0,75715.0,,,,,117917.0,59053.0,81875.0,40427.0,119167.0,77793.0,638,156.0,67,26.0,571,157.0,10.5,3.164496805968235,6749891.6328125,11889.430374249605,Yes
42003448000,2588612.0,512570.0,Census Tract 4480,Pennsylvania,Allegheny County,65368.0,14545.0,,,95625.0,15462.0,66111.0,20772.0,39722.0,11387.0,,,,,,,,,,,77321.0,77227.0,58333.0,18085.0,,,579,64.0,36,24.0,543,68.0,6.2,4.08770518632431,4490415.65234375,10869.537715119626,Yes
42003449000,5417042.0,478304.0,Census Tract 4490,Pennsylvania,Allegheny County,79514.0,8769.0,,,76991.0,9192.0,121667.0,35159.0,53125.0,19243.0,,,,,,,,,,,75966.0,21340.0,81641.0,10760.0,,,1026,118.0,76,41.0,950,119.0,7.4,3.9042350762480194,9393978.3203125,14530.619843179114,Yes
42003450700,2076919.0,43697.0,Census Tract 4507,Pennsylvania,Allegheny County,59479.0,9507.0,38809.0,643.0,82500.0,39994.0,57868.0,20138.0,41118.0,14225.0,61351.0,19338.0,,,,,,,,,39141.0,19092.0,58021.0,12239.0,150417.0,68762.0,1411,195.0,269,139.0,1142,189.0,19.1,9.492304252833303,3596912.12109375,8786.391986475805,Yes
42003450800,1367943.0,301614.0,Census Tract 4508,Pennsylvania,Allegheny County,60676.0,18431.0,,,53833.0,22144.0,72642.0,27180.0,35000.0,31333.0,,,,,,,,,,,11538.0,700.0,60139.0,34551.0,,,1220,140.0,54,43.0,1166,145.0,4.4,3.4877994487274995,2369636.734375,8583.154838643854,Yes
42003451101,7373110.0,498402.0,Census Tract 4511.01,Pennsylvania,Allegheny County,128606.0,29071.0,,,124659.0,39961.0,156944.0,42297.0,69902.0,30836.0,,,,,,,,,,,,,129880.0,17267.0,,,1550,187.0,146,78.0,1404,192.0,9.4,4.9022665384393385,12779034.81640625,24530.610518126403,Yes
42003451102,5963557.0,279566.0,Census Tract 4511.02,Pennsylvania,Allegheny County,91471.0,9519.0,90534.0,66691.0,101429.0,23999.0,112311.0,39753.0,75809.0,18545.0,,,,,205625.0,142101.0,,,148472.0,85960.0,,,88693.0,9503.0,148472.0,85960.0,2117,295.0,191,103.0,1926,306.0,9.0,4.700133994447433,10331516.37890625,16348.854648011793,Yes
42003451104,7652271.0,0.0,Census Tract 4511.04,Pennsylvania,Allegheny County,138021.0,14847.0,,,156489.0,25407.0,155139.0,38949.0,78936.0,8229.0,,,,,143750.0,124633.0,,,,,97083.0,73522.0,139167.0,16573.0,,,1338,190.0,122,66.0,1216,201.0,9.1,4.759767138791398,13263036.4140625,16240.77521293615,Yes
42003451105,9296103.0,0.0,Census Tract 4511.05,Pennsylvania,Allegheny County,100316.0,17600.0,45769.0,15856.0,138478.0,77681.0,172717.0,107950.0,63155.0,16110.0,,,,,149234.0,71904.0,,,,,89262.0,81885.0,102033.0,26963.0,,,2181,229.0,162,97.0,2019,240.0,7.4,4.378586729605266,16101235.96484375,19421.330040927834,Yes
42003451300,31574228.0,0.0,Census Tract 4513,Pennsylvania,Allegheny County,121513.0,20009.0,,,126684.0,11805.0,164338.0,25683.0,71675.0,25089.0,,,,,,,,,,,,,126337.0,12277.0,,,2903,385.0,325,279.0,2578,288.0,11.2,9.495368273577686,54646253.30859375,46352.02849029219,Yes
